SEASON_ID,PLAYER_ID,TEAM_ID,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,
19,412,10,17,11.4,4.2,1.6,4.1,40,0.6,2,32.4,0.2,0.2,100,0.1,0.9,1.1,0.7,0.4,0.2,0.1,0.8,6.9,0,0,
19,414,29,3,6.5,0.7,0.3,2,16.7,0,0.3,0,0,0,0,0,1,1,0.3,0,0,0,0.7,2.4,0,0,
19,417,21,5,11.4,2.2,0.8,2.6,30.8,0.4,1.6,25,0.2,0.4,50,0,0.6,0.6,0.6,0.4,0.8,0.2,1.4,6.4,0,0,
19,419,9,4,26.9,17.8,7,16.3,43.1,2.3,5.3,42.9,1.5,1.8,85.7,1.3,2,3.3,7,1.3,0.8,0,3,33.2,0,0,
19,421,29,5,33.5,15.4,5.6,13.2,42.4,0.8,4,20,3.4,4,85,0.6,2.6,3.2,8.6,3,2.4,0.2,2.8,36.9,2,0,
19,424,2,3,4.2,1.3,0.3,0.7,50,0,0,0,0.7,0.7,100,0.3,2,2.3,0,0,0,0,0.3,4.1,0,0,
19,426,3,4,17.1,6.3,2,5,40,0.5,2,25,1.8,2.3,77.8,1.5,3.5,5,0.8,0.5,0.5,0,2.5,14.4,0,0,
19,427,25,16,23.3,9.9,3.3,6.9,46.8,1.1,3.2,35.3,2.3,2.8,81.8,0.6,1.7,2.3,0.9,0.4,0.4,0.2,1.8,15.1,0,0,
19,430,3,4,15.6,13.3,4,8.3,48.5,0.3,0.3,100,5,6.3,80,0.8,2.3,3,1.5,0.8,0.3,1.3,1.8,22.9,0,0,
19,431,29,5,27.4,10.6,4.2,9,46.7,1.6,4.6,34.8,0.6,0.8,75,0.4,4.2,4.6,1.6,2,0.4,0.4,3,18.9,1,0,
19,432,27,7,25.5,11.1,4,10,40,1.1,2.7,42.1,2,2.4,82.4,1.9,5.3,7.1,1.7,1.4,0.4,0.7,1.9,24.3,1,0,
19,433,29,5,30.4,11.2,3.8,6.4,59.4,0,0,0,3.6,4.6,78.3,4.6,5.6,10.2,1.4,1.8,0.6,2.6,3.2,33.3,2,0,
19,434,21,5,39.4,22.8,8,22.2,36,2.2,6.8,32.4,4.6,5.2,88.5,1.4,7.6,9,10.6,4.6,1,0.6,3.8,49.7,4,2,
19,441,2,6,5.8,2.2,0.7,1.5,44.4,0.5,0.8,60,0.3,0.3,100,0.2,0.2,0.3,0.3,0.2,0,0,0.8,2.9,0,0,
19,442,28,24,20.8,9.4,3.8,8,47.7,0.4,1.6,23.7,1.3,1.8,76.2,1.5,4.5,6,0.9,1,0.5,1,3.3,21.1,1,0,
19,443,25,16,20.4,5.6,1.9,5.1,36.6,1.3,3.3,40.4,0.6,0.7,81.8,0.3,1.3,1.6,0.8,0.4,0.8,0.3,1.7,11.3,0,0,
19,444,3,3,9.4,8,2.3,3.7,63.6,1,1.7,60,2.3,2.7,87.5,0.7,1.7,2.3,3.7,0,0.3,0,0.3,17.3,1,0,
19,445,13,6,28.8,13.7,4.7,10,46.7,1.5,3,50,2.8,3.3,85,0.7,2,2.7,3.2,0.8,1,0.8,2.8,26.3,0,0,
19,448,10,22,14.6,4,1.5,3.4,45.3,0,0.1,0,1,1.1,84,0.5,0.9,1.4,1.4,0.4,0.5,0.2,1.6,9.4,0,0,
19,450,13,4,2.9,1.3,0.5,1.5,33.3,0.3,0.8,33.3,0,0,0,0,1,1,0,0,0.3,0,0.5,3.2,0,0,
19,451,25,3,3.5,0.7,0.3,1.3,25,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0.7,0,0,
19,453,3,5,26.3,14.6,5.4,12.4,43.5,1.8,4.8,37.5,2,2.8,71.4,0.8,1.8,2.6,1.6,1.6,0.4,0,2,19.7,0,0,
19,455,10,22,38.4,28.2,8.6,19.6,44.1,4.2,11.1,37.7,6.7,7.1,94.3,0.8,5.2,6,5.7,3,1.1,0.2,3.1,44.8,3,1,
19,456,17,11,14.7,4.1,1.4,3.5,39.5,0.6,1.9,33.3,0.7,1,72.7,0.4,2.4,2.7,1.7,0.7,0.5,0.3,1.5,11.7,0,0,
19,457,21,5,31.8,11.8,5.6,8.4,66.7,0,0.2,0,0.6,1.6,37.5,2.4,4.8,7.2,1.4,1.8,1,1,2.6,26.7,0,0,
19,459,23,9,8.3,2.7,1.3,3,44.4,0,0,0,0,0,0,0.1,0.6,0.7,1.2,0.1,0.2,0.1,0.4,6.2,0,0,
19,464,21,5,25.6,5,1.8,5,36,1.4,3.6,38.9,0,0,0,0.4,2,2.4,1.2,1,0.4,0,3.8,9.9,0,0,
19,466,22,5,29.2,13.2,4,10.8,37,2.4,7,34.3,2.8,3.4,82.4,0.2,3.4,3.6,1.4,2,1.2,0.4,2,22.4,0,0,
19,467,2,9,18,6.4,2.1,6.6,32.2,0.9,3.8,23.5,1.3,1.8,75,0.4,3.9,4.3,1.9,1.1,0.4,0.2,1.7,15.4,0,0,
19,468,29,4,10.5,1.3,0.5,3.5,14.3,0.3,2,12.5,0,0,0,0.3,1.8,2,0.5,0.3,0,0,0.8,4.2,0,0,
19,469,12,4,32.6,10.5,4.5,10.5,42.9,0.5,2,25,1,1.8,57.1,2.3,4.8,7,3.8,1.3,2.8,0.8,2.5,33.8,0,0,
19,470,3,3,7.3,3,1,2.7,37.5,1,2.3,42.9,0,0,0,0,1,1,1,0.3,0.7,0,0,7.4,0,0,
19,473,9,4,17.1,5.5,1.8,6.5,26.9,0,3,0,2,2.3,88.9,1,1.3,2.3,1,0.8,0,1,3.5,12,0,0,
19,474,17,11,3.6,1.9,0.7,1.2,61.5,0.3,0.5,50,0.2,0.2,100,0,0.8,0.8,0.9,0.3,0.1,0,0.5,4.3,0,0,
19,477,12,1,9.8,2,0,3,0,0,1,0,2,2,100,1,2,3,0,0,0,0,0,5.6,0,0,
19,478,23,12,36.9,15.5,5.9,13.9,42.5,1.8,5.3,34.9,1.8,2.2,84.6,1,8.2,9.2,4,1.7,1.1,0.5,2.5,35.6,3,0,
19,482,17,9,3.2,0.6,0.2,0.7,33.3,0.1,0.2,50,0,0,0,0.2,0.1,0.3,0,0.1,0.1,0.1,0.3,1.5,0,0,
19,483,8,14,23.6,6.6,2.4,4.9,47.8,1.2,2.6,47.2,0.6,1.1,56.3,1.5,3.6,5.1,0.9,0.4,0.5,0.4,2.7,16.2,0,0,
19,485,3,5,15.7,1.4,0.4,2,20,0,1.4,0,0.6,1.2,50,0.4,1.6,2,0.6,0.6,0.6,0.2,2,6.5,0,0,
19,489,8,3,2.7,0,0,1,0,0,0.3,0,0,0,0,0.3,0,0.3,0.7,0,0,0,0.3,1.4,0,0,
19,502,12,4,21,15.3,5.3,12,43.8,2.8,5,55,2,3.5,57.1,0,4.3,4.3,0.8,1.5,0.8,0.3,2,23,0,0,
19,503,13,2,5.5,2,0.5,2,25,0,0,0,1,1.5,66.7,0,0.5,0.5,1.5,0.5,0,0,1,4.4,0,0,
19,512,9,4,32.8,7.8,2.8,8.8,31.4,1.8,5.5,31.8,0.5,0.5,100,0.8,3,3.8,1.3,0.5,0.8,0,1,15.9,0,0,
19,515,22,5,12,4.8,1.2,3.6,33.3,0.6,1.8,33.3,1.8,1.8,100,0,1.4,1.4,0.8,0.4,0.6,0,0.8,9.1,0,0,
19,517,12,4,29.7,7,2.3,7.5,30,1.8,5.3,33.3,0.8,0.8,100,0,2.5,2.5,2,2,0.8,0.3,1.5,14,0,0,
19,518,8,14,23.4,9.1,3.4,9.6,34.8,1.1,3.9,27.3,1.3,1.9,69.2,1.1,3.7,4.8,1.7,1,0.3,0.6,1.4,19.2,1,0,
19,521,13,4,13.1,3.8,1.3,4,31.3,0.3,2.5,10,1,1,100,0,1.5,1.5,0.5,0.8,0.5,0,1.8,7.1,0,0,
19,525,25,16,17.2,6.8,2.6,5.1,50.6,0.4,1.3,33.3,1.3,1.6,80,1.1,2.6,3.6,0.9,1.3,0.4,1.3,3.4,16.5,0,0,
19,528,9,2,10.9,2.5,1,3,33.3,0,0,0,0.5,1,50,0.5,4,4.5,0,0.5,0,0,1.5,7.4,0,0,
19,529,23,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,
