SEASON_ID,PLAYER_ID,TEAM_ID ,OFFRTG,DEFRTG,NETRTG,AST%,OREB%,DREB%,REB%,EFG%,TS%,USG%,PACE,PIE
19,477,12,98.5,112.9,-14.4,5.7,1.5,12.5,6.7,45.9,48.9,15.6,103.35,4.9
19,478,23,110.9,110.5,0.4,12.6,2.4,18.8,10.8,54.9,59.2,22.5,102.03,13.1
19,479,30,110.1,110.5,-0.4,24.8,3.6,9,6.3,54.5,59,13.9,102.35,9.2
19,480,29,107.3,126.2,-18.9,4.2,19.6,18.8,19.2,50,50.4,20,110.97,8.5
19,481,4,107.4,107.5,-0.1,33.1,1.3,6.7,4,47.4,51.2,24.7,101.52,10.9
19,482,17,110,103.4,6.6,6.9,2.1,8.6,5.5,56.4,58.5,12.7,104.71,6.9
19,483,8,112,108.7,3.3,6.2,5.7,11.2,8.4,52.6,54.7,12.1,99.05,5.5
19,484,1,108.5,114.8,-6.3,39,2.4,9.1,5.7,48,53.9,27.7,105.78,11.9
19,485,3,109.5,107.1,2.3,6.2,2.8,10.7,6.7,43.5,45.8,12.3,104.57,3.8
19,486,11,107.7,100,7.7,66.7,0,20,12.5,83.3,83.3,23.1,107.08,22.2
19,487,30,107.6,114.4,-6.8,14.9,2.1,13.9,7.9,49.8,53.4,16.4,101.73,8.5
19,488,7,107,108.4,-1.5,22.9,2.3,5.9,4.1,48.2,52.4,24.2,101.16,10.8
19,489,8,105.7,105.7,0,11.6,3.6,17.2,10.3,47,50,22.9,100.85,9.4
19,490,6,106.5,118.8,-12.3,11,13.7,23.7,18.4,52.9,55.1,17.5,97.05,12.1
19,491,30,110,110.3,-0.3,14.7,4.5,14.9,9.5,46.2,48.7,15.8,103.04,7.7
19,492,22,125,100,25,40,7.1,15.4,11.1,62.5,62.5,21.6,98.25,21.8
19,493,24,104.4,110.8,-6.4,5.2,1.6,7.9,4.7,54.5,55.8,17.1,102.54,5.6
19,494,26,100.1,109.6,-9.5,5.1,3.4,14.4,8.6,52,53.1,14.4,108.78,6.9
19,495,29,83.5,124.2,-40.7,4.3,6.5,12.8,9.4,35,41.4,11.8,110.59,3.4
19,496,21,0,0,0,0,50,0,33.3,0,0,33.3,78.98,100
19,497,15,106.4,108.4,-2,11.8,3.6,11.8,7.6,48.9,50.9,18.2,104.34,7.2
19,498,24,104.4,108.4,-4,16.5,2.1,8.7,5.3,49.8,53.2,18,101.07,8.5
19,499,8,97.6,105.9,-8.3,8.7,6.2,13.3,9.2,61.1,59.5,9.7,105.2,5.7
19,500,5,0,0,0,0,0,0,0,0,0,0,86.92,0
19,501,15,112.9,106.2,6.7,6.9,10.5,12.3,11.4,53.3,60.7,19.1,100.55,8.1
19,502,12,105.9,103.9,1.9,17.6,2.3,11.4,6.9,44.8,48.3,25.5,100.43,8.2
19,503,13,108,104.2,3.7,9,3,11.1,7.2,43.3,45,17.4,108.09,4.3
19,504,14,102.5,104.4,-1.9,5.7,9.4,21.3,15.4,61.6,63,8.4,105.25,8.5
19,505,18,108.4,108.7,-0.3,28.4,1.4,6.9,4.1,46,49.1,13.9,102.43,9.5
19,506,16,82.4,103.6,-21.3,4.8,3.1,24,13.6,33.3,36,19.6,108.24,6.7
19,507,12,110.1,104.6,5.6,25,1.8,15.4,8.7,48.6,51.9,27.8,98.25,13
19,508,1,101.8,108,-6.3,9.7,2.1,11.4,6.6,55,56.5,16.4,106.92,7.9
19,509,11,109.1,115.2,-6.1,0,5.9,5.9,5.9,37.5,37.5,11.1,100.78,2.3
19,510,25,81.7,118.5,-36.8,24,1.8,12.3,6.8,33.3,39.6,22.7,101.74,2.1
19,511,5,103.4,111.2,-7.8,28.3,2.1,13.6,7.6,44.8,46.8,25.3,100.22,10.9
19,512,9,106.7,107.1,-0.5,8.6,1,7.3,3.9,55.4,56.9,16.7,98.49,7.5
19,513,5,102.6,112.1,-9.6,11.2,2.4,9.8,6,46.3,49.1,17.8,100.83,5.4
19,514,5,97.8,109.5,-11.7,11.8,7.5,19.8,13.6,49.3,54.1,19.2,99.17,10
19,515,22,104.9,103.1,1.7,8,2.7,10.8,6.8,46.5,53.1,12.5,101.34,5.6
19,516,30,104.6,111.9,-7.3,5.4,2,10.4,6.2,44.9,46.9,11.5,104.91,2.9
19,517,12,107.4,109.4,-2,11.3,1.5,6.3,3.9,50.7,54.6,17.5,100.62,6.2
19,518,8,109.7,109.1,0.6,14.6,2.6,13.7,8.1,47.5,50.1,19.5,100.16,8
19,519,26,110,108.7,1.2,12.1,7.4,21.3,14.2,55.7,56.6,17.3,104.58,11.8
19,520,4,109.2,115.3,-6.2,11.2,13,24,18.2,54.4,58.7,20.6,102.82,11.8
19,521,13,112.7,108.5,4.2,8.9,4.1,13.2,8.9,52.6,53.7,11.5,103.4,5.6
19,522,16,100,85.2,14.8,0,7.1,9.5,8.6,25,25,13.3,99.44,6.3
19,523,26,106.4,108.9,-2.6,17.6,1.1,8.5,4.8,51.1,55,16,103.91,9.2
19,524,15,108.5,103,5.5,6.3,2.2,15.2,8.6,31.4,35.2,14.8,100.76,3.6
19,525,25,107.9,107.8,0.1,7.6,7.8,14.4,11.2,52.3,56.2,16.6,100.09,8
19,526,5,105.8,112.4,-6.5,22.4,1.8,11.3,6.6,52,57.4,29.8,99.98,12.5
19,527,9,100,100,0,0,0,0,0,0,0,25,102.4,-5.6
19,528,9,100.8,105.3,-4.6,16.1,10.1,18.4,14.1,44,53.9,14.7,99.89,8.8
19,529,23,118.1,110.8,7.3,10.1,2.8,8.7,5.8,50,53.3,16.6,103.49,5.4
19,530,11,66.7,133.3,-66.7,0,0,0,0,100,100,33.3,150.79,33.3
