PLAYER_ID,PLAYER_NAME,AGE,HEIGHT,WEIGHT,EXPERIENCE,STATUS,POSITION_ID,TEAM_ID 
100,Daryl Macon,23,6'3'',185,0,1,2,7
101,David Nwaba,26,6'4'',219,0,1,2,6
102,Davis Bertans,26,6'10'',225,8,1,4,27
103,Davon Reed,24,6'5'',208,2,1,2,12
104,De'Aaron Fox,21,6'3'',175,2,1,1,26
105,Deandre Ayton,20,7'1'',250,1,1,5,24
106,DeAndre' Bembry,24,6'6'',210,3,1,3,1
107,DeAndre Jordan,30,6'11'',265,11,1,5,20
108,De'Anthony Melton,21,6'4'',200,1,1,1,24
109,Delon Wright,27,6'5'',183,4,1,1,15
110,DeMar DeRozan,29,6'7'',220,10,1,2,27
111,DeMarcus Cousins,28,6'11'',270,9,1,5,10
112,DeMarre Carroll,32,6'8'',215,10,1,3,3
113,Demetrius Jackson,24,6'1'',201,3,1,1,23
114,Deng Adel,22,6'7'',200,0,1,3,6
115,Dennis Schroder,25,6'1'',172,6,1,1,21
116,Dennis Smith Jr.,21,6'3'',195,2,1,1,20
117,Deonte Burton,25,6'5'',245,0,1,2,21
118,Derrick Favors,27,6'10'',265,9,1,4,29
119,Derrick Jones Jr.,22,6'7'',200,0,1,3,16
120,Derrick Rose,30,6'3'',200,11,1,1,18
121,Derrick White,24,6'4'',190,2,1,1,27
122,DeVaughn Akoon-Purcell,26,6'6'',200,0,1,2,8
123,Devin Booker,22,6'6'',210,4,1,2,24
124,Devin Harris,36,6'3'',185,15,1,1,7
125,Devin Robinson,24,6'8'',200,0,1,3,30
126,Devonte' Graham,24,6'2'',185,1,1,1,4
127,Dewayne Dedmon,29,7'1'',245,0,1,5,1
128,Deyonta Davis,22,6'11'',237,3,1,5,1
129,Dillon Brooks,23,6'6'',220,2,1,3,15
130,Dion Waiters,27,6'4'',215,7,1,2,16
131,Dirk Nowitzki,41,7'1'',245,21,1,5,7
132,DJ Stephens,28,6'5'',188,0,1,2,15
133,Domantas Sabonis,23,6'11'',240,3,1,5,12
134,Donatas Motie6as,28,7'1'',220,8,1,4,27
135,Donovan Mitchell,22,6'3'',215,2,1,2,29
136,Donte DiVincenzo,22,6'4'',203,1,1,2,17
137,Donte Grantham,24,6'8'',215,0,1,3,21
138,Dorian Finney-Smith,26,6'8'',220,0,1,3,7
139,Doug McDermott,27,6'8'',225,5,1,3,12
140,Dragan Bender,21,7'1'',225,3,1,4,24
141,Draymond Green,29,6'7'',230,7,1,4,10
142,Drew Eubanks,22,6'10'',245,0,1,4,27
143,Duncan Robinson,25,6'8'',210,0,1,3,16
144,Dusty Hannahs,25,6'4'',195,0,1,3,15
145,Dwayne Bacon,23,6'7'',221,2,1,2,4
146,Dwight Howard,33,6'11'',265,15,1,5,30
147,Dwight Powell,27,6'11'',240,5,1,5,7
148,Dwyane Wade,37,6'4'',220,16,1,2,16
149,Dzanan Musa,20,6'9'',208,1,1,2,3
150,Ed Davis,30,6'10'',225,9,1,4,3
151,Edmond Sumner,23,6'6'',176,2,1,1,12
152,Ekpe Udoh,32,6'10'',245,9,1,5,29
153,Elfrid Payton,25,6'4'',185,5,1,1,19
154,Elie Okobo,21,6'3'',190,1,1,1,24
155,Emanuel Terry,22,6'9'',220,0,1,4,16
156,Emmanuel Mudiay,23,6'5'',200,4,1,1,20
157,Enes Kanter,27,6'11'',250,8,1,5,25
158,Eric Bledsoe,29,6'1'',205,9,1,1,17
159,Eric Gordon,30,6'4'',215,11,1,2,11
160,Eric Moreland,27,6'10'',238,0,1,4,28
161,Ersan Ilyasova,32,6'10'',235,14,1,4,17
162,E'Twaun Moore,30,6'4'',191,8,1,2,19
163,Evan Fournier,26,6'7'',205,7,1,2,22
164,Evan Turner,30,6'7'',220,9,1,3,25
165,Frank Jackson,21,6'3'',205,2,1,1,19
166,Frank Kaminsky,26,7'1'',242,4,1,5,4
167,Frank Mason,25,5'11'',190,2,1,1,26
168,Frank Ntilikina,20,6'6'',200,2,1,1,20
169,Fred VanVleet,25,6'1'',195,0,1,1,28
170,Furkan Korkmaz,21,6'7'',190,3,1,3,23
171,Garrett Temple,33,6'6'',195,0,1,2,13
172,Gary Clark,24,6'8'',225,0,1,4,11
173,Gary Harris,24,6'4'',210,5,1,2,8
174,Gary Payton II,26,6'3'',190,0,1,1,30
175,Gary Trent Jr.,20,6'6'',205,0,1,2,25
176,George Hill,33,6'3'',188,11,1,1,17
177,George King,25,6'6'',220,1,1,3,24
178,Georges Niang,26,6'8'',230,3,1,4,29
179,Gerald Green,33,6'7'',205,14,1,3,11
180,Giannis Antetokounmpo,24,6'11'',242,6,1,4,17
181,Glenn Robinson III,25,6'6'',222,5,1,2,9
182,Goran Dragic,33,6'3'',190,11,1,1,16
183,Gordon Hayward,29,6'8'',225,9,1,3,2
184,Gorgui Dieng,29,6'11'',252,6,1,5,18
185,Grayson Allen,23,6'5'',198,1,1,2,29
186,Greg Monroe,29,6'11'',265,9,1,5,23
187,Guerschon Yabusele,23,6'8'',260,3,1,3,2
188,Hamidou Diallo,20,6'5'',198,1,1,2,21
189,Harrison Barnes,27,6'8'',225,7,1,3,26
190,Harry Giles III,21,6'10'',240,2,1,4,26
191,Hassan Whiteside,30,7'1'',265,9,1,5,16
192,Haywood Highsmith,22,6'7'',220,0,1,3,23
193,Henry Ellenson,22,6'11'',245,3,1,4,20
194,Ian Clark,28,6'3'',175,0,1,2,19
195,Ian Mahinmi,32,6'11'',262,14,1,5,30
196,Ike Anigbogu,20,6'10'',250,2,1,5,12
197,Iman Shumpert,29,6'5'',215,8,1,2,11
198,Isaac Bonga,19,6'8'',180,1,1,1,14
199,Isaac Humphries,21,7'1'',260,0,1,5,1
200,Isaiah Briscoe,23,6'3'',215,0,1,1,22
201,Isaiah Canaan,28,6'1'',200,6,1,1,17
202,Isaiah Hartenstein,21,7'1'',249,2,1,5,11
203,Isaiah Hicks,24,6'9'',230,0,1,4,20
204,Isaiah Thomas,30,5'9'',185,8,1,1,8
205,Ish Smith,30,6'1'',175,0,1,1,9
206,Ivan Rabb,22,6'10'',220,2,1,4,15
207,Ivica Zubac,22,7'1'',240,3,1,5,13
208,J.J. Barea,35,6'1'',185,0,1,1,7
209,J.P. Macura,24,6'5'',205,0,1,2,4
210,Jabari Parker,24,6'8'',245,5,1,4,30
211,Jacob Evans,22,6'6'',210,1,1,2,10
212,Jae Crowder,28,6'6'',235,7,1,3,29
213,Jahlil Okafor,23,6'11'',275,4,1,5,19
214,JaKarr Sampson,26,6'9'',215,0,1,3,5
215,Jake Layman,25,6'9'',215,3,1,3,25
216,Jakob Poeltl,23,7'1'',230,3,1,5,27
217,Jalen Brunson,22,6'3'',190,1,1,1,7
218,Jalen Jones,26,6'7'',220,0,1,3,6
219,Jamal Crawford,39,6'5'',185,19,1,2,24
220,Jamal Murray,22,6'4'',207,3,1,1,8
221,James Ennis III,28,6'7'',210,6,1,3,23
222,James Harden,29,6'5'',220,10,1,2,11
223,James Johnson,32,6'8'',240,10,1,3,16
224,James Nunnally,28,6'7'',208,0,1,3,11
225,JaMychal Green,29,6'9'',227,0,1,4,13
226,Jared Dudley,33,6'7'',237,12,1,4,3
227,Jared Terrell,24,6'3'',227,0,1,2,18
228,Jarell Martin,25,6'10'',239,4,1,4,22
229,Jaren Jackson Jr.,19,6'11'',242,1,1,4,15
230,Jaron Blossomgame,25,6'8'',220,2,1,3,6
231,Jarred Vanderbilt,20,6'9'',214,1,1,4,8
232,Jarrett Allen,21,6'11'',237,2,1,5,3
233,Jason Smith,33,7'1'',240,12,1,5,19
234,JaVale McGee,31,7'1'',270,11,1,5,14
235,Jawun Evans,22,6'1'',190,2,1,1,21
236,Jaylen Adams,23,6'2'',190,0,1,1,1
237,Jaylen Brown,22,6'7'',220,3,1,3,2
238,Jaylen Morris,23,6'5'',185,0,1,2,17
239,Jayson Tatum,21,6'8'',208,2,1,3,2
240,Jeff Green,32,6'9'',235,12,1,3,30
241,Jeff Teague,31,6'2'',195,10,1,1,18
242,Jemerrio Jones,24,6'5'',174,0,1,3,14
243,Jerami Grant,25,6'9'',220,5,1,3,21
244,Jeremy Lamb,27,6'5'',185,7,1,2,4
245,Jeremy Lin,30,6'3'',200,0,1,1,28
246,Jerian Grant,26,6'4'',205,4,1,1,22
247,Jerome Robinson,22,6'5'',190,1,1,2,13
248,Jerryd Bayless,30,6'3'',200,11,1,2,18
249,Jevon Carter,23,6'2'',196,1,1,1,15
250,Jimmer Fredette,30,6'2'',195,8,1,2,24
251,Jimmy Butler,29,6'8'',232,8,1,3,23
252,JJ Redick,35,6'4'',200,13,1,2,23
253,Joakim Noah,34,6'11'',230,12,1,5,15
254,Jodie Meeks,31,6'4'',210,10,1,2,28
255,Joe Chealey,23,6'3'',190,0,1,1,4
256,Joe Harris,27,6'6'',218,5,1,2,3
257,Joe Ingles,31,6'8'',226,0,1,3,29
258,Joel Embiid,25,7'1'',250,5,1,5,23
259,John Collins,21,6'10'',235,2,1,4,1
260,John Henson,28,6'11'',219,7,1,4,6
261,John Holland,30,6'5'',205,0,1,3,6
262,John Jenkins,28,6'4'',215,7,1,2,20
263,John Wall,28,6'4'',210,9,1,1,30
264,Johnathan Motley,24,6'10'',230,0,1,4,13
265,Johnathan Williams,24,6'9'',228,0,1,5,14
266,Jon Leuer,30,6'10'',228,8,1,5,9
267,Jonah Bolden,23,6'10'',220,2,1,4,23
268,Jonas Jerebko,32,6'10'',231,10,1,4,10
269,Jonas Valanciunas,27,7'1'',265,8,1,5,15
270,Jonathan Isaac,21,6'10'',210,2,1,4,22
271,Jonathon Simmons,29,6'6'',195,0,1,3,23
272,Jordan Bell,24,6'9'',224,2,1,5,10
273,Jordan Clarkson,27,6'5'',194,5,1,2,6
274,Jordan Loyd,25,6'4'',210,0,1,1,28
275,Jordan McRae,28,6'5'',179,5,1,1,30
276,Jordan Sibert,26,6'4'',187,0,1,2,1
277,Jose Calderon,37,6'3'',200,0,1,1,9
278,Josh Hart,24,6'5'',215,2,1,2,14
279,Josh Jackson,22,6'8'',200,2,1,3,24
280,Josh Okogie,20,6'4'',212,1,1,2,18
281,Josh Richardson,25,6'6'',200,4,1,2,16
282,JR Smith,33,6'6'',225,15,1,2,6
283,Jrue Holiday,29,6'4'',205,10,1,1,19
284,Juan Hernangomez,23,6'9'',230,3,1,4,8
285,Julian Washburn,27,6'8'',209,0,1,3,15
286,Julius Randle,24,6'9'',250,5,1,4,19
287,Justin Anderson,25,6'6'',230,4,1,3,1
288,Justin Holiday,30,6'6'',181,0,1,2,15
289,Justin Jackson,24,6'8'',210,2,1,3,7
290,Justin Patton,22,7'1'',241,2,1,5,23
291,Justise Winslow,23,6'7'',225,4,1,3,16
292,Jusuf Nurkic,24,7'1'',275,5,1,5,25
293,Kadeem Allen,26,6'3'',200,2,1,1,20
294,Kalin Lucas,30,6'1'',195,0,1,1,9
295,Karl-Anthony Towns,23,7'1'',248,4,1,5,18
296,Kawhi Leonard,28,6'7'',230,8,1,3,28
297,Keita Bates-Diop,23,6'9'',229,1,1,3,18
298,Kelly Olynyk,28,7'1'',240,6,1,4,16
299,Kelly Oubre Jr.,23,6'7'',205,4,1,3,24
300,Kemba Walker,29,6'1'',184,8,1,1,4
301,Kenneth Faried,29,6'8'',220,8,1,4,11
302,Kenrich Williams,24,6'7'',210,0,1,3,19
303,Kent Bazemore,29,6'5'',201,0,1,3,1
304,Kentavious Caldwell-Pope,26,6'5'',205,6,1,2,14
305,Kevin Durant,30,6'9'',240,12,1,3,10
306,Kevin Huerter,20,6'7'',190,1,1,2,1
307,Kevin Knox,19,6'9'',215,1,1,3,20
308,Kevin Love,30,6'10'',251,11,1,4,6
309,Kevon Looney,23,6'9'',220,4,1,4,10
310,Khem Birch,26,6'9'',233,0,1,5,22
311,Khris Middleton,27,6'8'',222,7,1,2,17
312,Khyri Thomas,23,6'3'',210,1,1,2,9
313,Klay Thompson,29,6'7'',215,8,1,2,10
314,Kobi Simmons,21,6'4'',170,0,1,1,6
315,Kosta Koufos,30,7'1'',245,11,1,5,26
316,Kostas Antetokounmpo,21,6'10'',200,1,1,4,7
317,Kris Dunn,25,6'4'',205,3,1,1,5
318,Kyle Anderson,25,6'9'',230,5,1,3,15
319,Kyle Korver,38,6'7'',212,16,1,3,29
320,Kyle Kuzma,23,6'9'',220,2,1,4,14
321,Kyle Lowry,33,6'1'',196,13,1,1,28
322,Kyle O'Quinn,29,6'10'',250,7,1,4,12
323,Kyrie Irving,27,6'3'',193,8,1,1,2
324,LaMarcus Aldridge,33,6'11'',260,13,1,4,27
325,Lance Stephenson,28,6'6'',230,9,1,2,14
326,Lance Thomas,31,6'8'',240,0,1,3,20
327,Landry Shamet,22,6'5'',188,1,1,2,13
328,Langston Galloway,27,6'2'',200,0,1,2,9
329,Larry Nance Jr.,26,6'9'',230,4,1,4,6
330,Lauri Markkanen,22,7'1'',240,2,1,4,5
331,LeBron James,34,6'8'',250,16,1,3,14
332,Lonnie Walker IV,20,6'5'',205,1,1,2,27
333,Lonzo Ball,21,6'6'',190,2,1,1,14
334,Lorenzo Brown,28,6'5'',189,6,1,1,28
335,Lou Williams,32,6'1'',175,14,1,2,13
336,Luc Mbah a Moute,32,6'8'',230,11,1,3,13
337,Luka Doncic,20,6'7'',218,1,1,2,7
338,Luke Kennard,23,6'5'',206,2,1,2,9
339,Luke Kornet,23,7'1'',250,0,1,4,20
340,Luol Deng,34,6'9'',237,15,1,4,18
341,Malachi Richardson,23,6'6'',205,3,1,2,28
342,Malcolm Brogdon,26,6'5'',229,3,1,2,17
343,Malcolm Miller,26,6'7'',210,0,1,3,28
344,Malik Beasley,22,6'5'',195,3,1,2,8
345,Malik Monk,21,6'3'',200,2,1,2,4
346,Marc Gasol,34,7'1'',255,12,1,5,28
347,Marcin Gortat,35,6'11'',240,14,1,5,13
348,Marco Belinelli,33,6'5'',210,12,1,2,27
349,Marcus Derrickson,23,6'7'',249,0,1,4,10
350,Marcus Morris,29,6'9'',235,8,1,3,2
351,Marcus Smart,25,6'4'',220,5,1,2,2
352,Mario Hezonja,24,6'8'',225,4,1,3,20
353,Markelle Fultz,21,6'4'',200,2,1,1,22
354,Markieff Morris,29,6'10'',245,8,1,4,21
355,Marquese Chriss,21,6'10',240,3,1,4,6
356,MarShon Brooks,30,6'5'',200,8,1,2,15
357,Marvin Bagley III,20,6'11'',234,1,1,4,26
358,Marvin Williams,33,6'9'',237,14,1,3,4
359,Mason Plumlee,29,6'11'',235,6,1,5,8
360,Matthew Dellavedova,28,6'4'',200,0,1,1,6
361,Maurice Harkless,26,6'9'',220,7,1,3,25
362,Maxi Kleber,27,6'11'',240,0,1,4,7
363,Melvin Frazier Jr.,22,6'6'',200,1,1,2,22
364,Meyers Leonard,27,7'1'',255,7,1,5,25
365,Michael Beasley,30,6'9'',235,11,1,3,14
366,Michael Carter-Williams,27,6'6'',190,6,1,1,22
367,Michael Kidd-Gilchrist,25,6'7'',232,7,1,4,4
368,Mikal Bridges,22,6'7'',210,1,1,3,24
369,Mike Conley,31,6'1'',175,12,1,1,15
370,Mike Muscala,27,6'11'',240,6,1,5,14
371,Mike Scott,30,6'8'',237,7,1,4,23
372,Miles Bridges,21,6'7'',225,1,1,3,4
373,Miles Plumlee,30,6'11'',249,7,1,5,1
374,Milos Teodosic,32,6'5'',196,0,1,1,13
375,Mitchell Creek,27,6'6'',225,0,1,3,18
376,Mitchell Robinson,21,7'1'',240,1,1,5,20
377,Mo Bamba,21,7'1'',221,1,1,5,22
378,Monte Morris,24,6'3'',175,2,1,1,8
379,Montrezl Harrell,25,6'8'',240,4,1,5,13
380,Moritz Wagner,22,6'11'',245,1,1,5,14
381,Myles Turner,23,6'11'',250,4,1,5,12
382,Naz Mitrou-Long,25,6'4'',218,0,1,2,29
383,Nemanja Bjelica,31,6'10'',234,9,1,4,26
384,Nene,36,6'11'',250,17,1,5,11
385,Nerlens Noel,25,6'11'',220,6,1,4,21
386,Nick Young,34,6'7'',210,12,1,2,8
387,Nicolas Batum,30,6'8'',200,11,1,3,4
388,Nik Stauskas,25,6'6'',205,5,1,2,6
389,Nikola Jokic,24,7'1'',250,5,1,5,8
390,Nikola Mirotic,28,6'10'',250,8,1,4,17
391,Nikola Vucevic,28,7'1'',260,8,1,5,22
392,Noah Vonleh,23,6'9'',250,5,1,4,20
393,Norman Powell,26,6'4'',215,4,1,2,28
394,OG Anunoby,21,6'8'',232,2,1,3,28
395,Okaro White,26,6'8'',205,0,1,4,30
396,Omari Spellman,21,6'9'',245,1,1,4,1
397,Omri Casspi,31,6'9'',225,10,1,4,15
398,Otto Porter Jr.,26,6'8'',198,6,1,3,5
399,Pascal Siakam,25,6'9'',230,3,1,4,28
400,Pat Connaughton,26,6'4'',209,4,1,2,17
401,Patrick Beverley,30,6'1'',185,10,1,1,13
402,Patrick McCaw,23,6'7'',185,3,1,2,28
403,Patrick Patterson,30,6'9'',230,9,1,4,21
404,Patty Mills,30,6'1'',180,10,1,1,27
405,Pau Gasol,38,7'1'',250,18,1,5,17
406,Paul George,29,6'9'',220,9,1,3,21
407,Paul Millsap,34,6'8'',246,13,1,4,8
408,PJ Dozier,22,6'6'',205,0,1,1,2
409,PJ Tucker,34,6'6'',245,13,1,4,11
410,Quincy Acy,28,6'7'',240,7,1,4,24
411,Quincy Pondexter,31,6'7'',230,9,1,2,27
412,Quinn Cook,26,6'2'',179,0,1,1,10
413,Rajon Rondo,33,6'1'',186,13,1,1,14
414,Raul Neto,27,6'1'',179,6,1,1,29
415,Rawle Alkins,21,6'5'',225,0,1,2,5
416,Ray Spalding,22,6'10'',215,1,1,4,24
417,Raymond Felton,35,6'1'',205,14,1,2,21
418,Reggie Bullock,28,6'7'',205,6,1,2,14
419,Reggie Jackson,29,6'3'',208,8,1,1,9
420,Richaun Holmes,25,6'10'',235,4,1,4,24
421,Ricky Rubio,28,6'4'',190,10,1,1,29
422,RJ Hunter,25,6'5'',185,4,1,2,2
423,Robert Covington,28,6'9'',225,0,1,3,18
424,Robert Williams III,21,6'10'',240,1,1,5,2
425,Robin Lopez,31,7'1'',275,11,1,5,5
426,Rodions Kurucs,21,6'9'',210,1,1,3,3
427,Rodney Hood,26,6'8'',206,5,1,2,25
428,Rodney McGruder,27,6'4'',200,0,1,2,13
429,Ron Baker,26,6'4'',220,0,1,2,30
430,Rondae Hollis-Jefferson,24,6'7'',217,4,1,3,3
431,Royce O'Neale,26,6'6'',226,0,1,3,29
432,Rudy Gay,32,6'8'',230,13,1,4,27
433,Rudy Gobert,27,7'1'',245,6,1,5,29
434,Russell Westbrook,30,6'3'',200,11,1,1,21
435,Ryan Anderson,31,6'10'',240,11,1,4,16
436,Ryan Arcidiacono,25,6'3'',200,0,1,1,5
437,Ryan Broekhoff,28,6'7'',215,0,1,2,7
438,Salah Mejri,33,7'2'',235,0,1,5,7
439,Sam Dekker,25,6'9'',230,4,1,4,30
440,Scott Machado,29,6'1'',205,0,1,1,14
441,Semi Ojeleye,24,6'7'',241,2,1,4,2
442,Serge Ibaka,29,6'10'',235,11,1,4,28
443,Seth Curry,28,6'2'',185,0,1,2,25
444,Shabazz Napier,27,6'1'',180,5,1,1,3
445,Shai Gilgeous-Alexander,20,6'6'',181,1,1,1,13
446,Shake Milton,22,6'6'',207,1,1,2,23
447,Shaquille Harrison,25,6'4'',190,0,1,1,5
448,Shaun Livingston,33,6'7'',192,15,1,1,10
449,Shelvin Mack,29,6'3'',203,8,1,2,4
450,Sindarius Thornwell,24,6'5'',215,2,1,2,13
451,Skal Labissiere,23,6'11'',235,3,1,4,25
452,Solomon Hill,28,6'7'',225,6,1,3,19
453,Spencer Dinwiddie,26,6'6'',210,5,1,1,3
454,Stanley Johnson,23,6'7'',245,4,1,3,19
455,Stephen Curry,31,6'3'',190,10,1,1,10
456,Sterling Brown,24,6'6'',232,2,1,2,17
457,Steven Adams,25,7'1'',265,6,1,5,21
458,Svi Mykhailiuk,22,6'8'',205,1,1,3,9
459,T.J. McConnell,27,6'2'',190,0,1,1,23
460,T.J. Warren,25,6'8'',215,5,1,3,24
461,Tahjere McCall,24,6'5'',190,0,1,2,3
462,Taj Gibson,34,6'9'',232,10,1,4,18
463,Taurean Prince,25,6'8'',220,3,1,3,1
464,Terrance Ferguson,21,6'7'',190,2,1,2,21
465,Terrence Jones,27,6'9'',252,7,1,4,11
466,Terrence Ross,28,6'7'',206,7,1,3,22
467,Terry Rozier,25,6'1'',190,4,1,1,2
468,Thabo Sefolosha,35,6'7'',220,13,1,3,29
469,Thaddeus Young,31,6'8'',221,12,1,4,12
470,Theo Pinson,23,6'6'',218,0,1,2,3
471,Thomas Bryant,21,6'11'',248,2,1,5,30
472,Thomas Welsh,23,7'1'',255,1,1,5,8
473,Thon Maker,22,7'1'',221,3,1,4,9
474,Tim Frazier,28,6'1'',170,0,1,1,17
475,Tim Hardaway Jr.,27,6'6'',205,6,1,2,7
476,Timothe Luwawu-Cabarrot,24,6'6'',210,3,1,3,5
477,TJ Leaf,22,6'10'',225,2,1,4,12
478,Tobias Harris,26,6'9'',235,8,1,4,23
479,Tomas Satoransky,27,6'7'',210,7,1,1,30
480,Tony Bradley,21,6'10'',248,2,1,5,29
481,Tony Parker,37,6'2'',185,18,1,1,4
482,Tony Snell,27,6'7'',213,6,1,2,17
483,Torrey Craig,28,6'7'',215,0,1,3,8
484,Trae Young,20,6'2'',180,1,1,1,1
485,Treveon Graham,25,6'5'',225,0,1,2,3
486,Trevon Duval,20,6'2'',189,0,1,1,11
487,Trevor Ariza,33,6'8'',215,15,1,3,30
488,Trey Burke,26,6'1'',175,6,1,4,7
489,Trey Lyles,23,6'10'',234,4,1,4,8
490,Tristan Thompson,28,6'10'',238,8,1,5,6
491,Troy Brown Jr.,19,6'7'',215,1,1,3,30
492,Troy Caupain,23,6'4'',210,0,1,1,22
493,Troy Daniels,27,6'4'',205,0,1,2,24
494,Troy Williams,24,6'7'',218,0,1,3,26
495,Tyler Cavanaugh,25,6'9'',238,0,1,4,29
496,Tyler Davis,22,6'10'',266,0,1,5,21
497,Tyler Dorsey,23,6'5'',183,2,1,2,15
498,Tyler Johnson,27,6'4'',190,0,1,2,24
499,Tyler Lydon,23,6'10'',225,2,1,4,8
