PLAYER_ID,PLAYER_NAME,TEAM,AGE,HEIGHT,WEIGHT,DRAFT YEAR,,EXPERIENCE,TEAM_ID ,,,,,,,,,,,,,
277,Jose Calderon,DET,37,6'3'',200,Undrafted,2019,0,9,,,,,,,,,,,,,
278,Josh Hart,LAL,24,6'5'',215,2017,2019,2,14,,,,,,,,,,,,,
279,Josh Jackson,PHX,22,6'8'',200,2017,2019,2,24,,,,,,,,,,,,,
280,Josh Okogie,MIN,20,6'4'',212,2018,2019,1,18,,,,,,,,,,,,,
281,Josh Richardson,MIA,25,6'6'',200,2015,2019,4,16,,,,,,,,,,,,,
282,JR Smith,CLE,33,6'6'',225,2004,2019,15,6,,,,,,,,,,,,,
283,Jrue Holiday,NOP,29,6'4'',205,2009,2019,10,19,,,,,,,,,,,,,
284,Juancho Hernangomez,DEN,23,6'9'',230,2016,2019,3,8,,,,,,,,,,,,,
285,Julian Washburn,MEM,27,6'8'',209,Undrafted,2019,0,15,,,,,,,,,,,,,
286,Julius Randle,NOP,24,6'9'',250,2014,2019,5,19,,,,,,,,,,,,,
287,Justin Anderson,ATL,25,6'6'',230,2015,2019,4,1,,,,,,,,,,,,,
288,Justin Holiday,MEM,30,6'6'',181,Undrafted,2019,0,15,,,,,,,,,,,,,
289,Justin Jackson,DAL,24,6'8'',210,2017,2019,2,7,,,,,,,,,,,,,
290,Justin Patton,PHI,22,7'1'',241,2017,2019,2,23,,,,,,,,,,,,,
291,Justise Winslow,MIA,23,6'7'',225,2015,2019,4,16,,,,,,,,,,,,,
292,Jusuf Nurkic,POR,24,7'1'',275,2014,2019,5,25,,,,,,,,,,,,,
293,Kadeem Allen,NYK,26,6'3'',200,2017,2019,2,20,,,,,,,,,,,,,
294,Kalin Lucas,DET,30,6'1'',195,Undrafted,2019,0,9,,,,,,,,,,,,,
295,Karl-Anthony Towns,MIN,23,7'1'',248,2015,2019,4,18,,,,,,,,,,,,,
296,Kawhi Leonard,TOR,28,6'7'',230,2011,2019,8,28,,,,,,,,,,,,,
297,Keita Bates-Diop,MIN,23,6'9'',229,2018,2019,1,18,,,,,,,,,,,,,
298,Kelly Olynyk,MIA,28,7'1'',240,2013,2019,6,16,,,,,,,,,,,,,
299,Kelly Oubre Jr.,PHX,23,6'7'',205,2015,2019,4,24,,,,,,,,,,,,,
300,Kemba Walker,CHA,29,6'1'',184,2011,2019,8,4,,,,,,,,,,,,,
301,Kenneth Faried,HOU,29,6'8'',220,2011,2019,8,11,,,,,,,,,,,,,
302,Kenrich Williams,NOP,24,6'7'',210,Undrafted,2019,0,19,,,,,,,,,,,,,
303,Kent Bazemore,ATL,29,6'5'',201,Undrafted,2019,0,1,,,,,,,,,,,,,
304,Kentavious Caldwell-Pope,LAL,26,6'5'',205,2013,2019,6,14,,,,,,,,,,,,,
305,Kevin Durant,GSW,30,6'9'',240,2007,2019,12,10,,,,,,,,,,,,,
306,Kevin Huerter,ATL,20,6'7'',190,2018,2019,1,1,,,,,,,,,,,,,
307,Kevin Knox,NYK,19,6'9'',215,2018,2019,1,20,,,,,,,,,,,,,
308,Kevin Love,CLE,30,6'10'',251,2008,2019,11,6,,,,,,,,,,,,,
309,Kevon Looney,GSW,23,6'9'',220,2015,2019,4,10,,,,,,,,,,,,,
310,Khem Birch,ORL,26,6'9'',233,Undrafted,2019,0,22,,,,,,,,,,,,,
311,Khris Middleton,MIL,27,6'8'',222,2012,2019,7,17,,,,,,,,,,,,,
312,Khyri Thomas,DET,23,6'3'',210,2018,2019,1,9,,,,,,,,,,,,,
313,Klay Thompson,GSW,29,6'7'',215,2011,2019,8,10,,,,,,,,,,,,,
314,Kobi Simmons,CLE,21,6'4'',170,Undrafted,2019,0,6,,,,,,,,,,,,,
315,Kosta Koufos,SAC,30,7'1'',245,2008,2019,11,26,,,,,,,,,,,,,
316,Kostas Antetokounmpo,DAL,21,6'10'',200,2018,2019,1,7,,,,,,,,,,,,,
317,Kris Dunn,CHI,25,6'4'',205,2016,2019,3,5,,,,,,,,,,,,,
318,Kyle Anderson,MEM,25,6'9'',230,2014,2019,5,15,,,,,,,,,,,,,
319,Kyle Korver,UTA,38,6'7'',212,2003,2019,16,29,,,,,,,,,,,,,
320,Kyle Kuzma,LAL,23,6'9'',220,2017,2019,2,14,,,,,,,,,,,,,
321,Kyle Lowry,TOR,33,6'1'',196,2006,2019,13,28,,,,,,,,,,,,,
322,Kyle O'Quinn,IND,29,6'10'',250,2012,2019,7,12,,,,,,,,,,,,,
323,Kyrie Irving,BOS,27,6'3'',193,2011,2019,8,2,,,,,,,,,,,,,
324,LaMarcus Aldridge,SAS,33,6'11'',260,2006,2019,13,27,,,,,,,,,,,,,
325,Lance Stephenson,LAL,28,6'6'',230,2010,2019,9,14,,,,,,,,,,,,,
326,Lance Thomas,NYK,31,6'8'',240,Undrafted,2019,0,20,,,,,,,,,,,,,
327,Landry Shamet,LAC,22,6'5'',188,2018,2019,1,13,,,,,,,,,,,,,
328,Langston Galloway,DET,27,6'2'',200,Undrafted,2019,0,9,,,,,,,,,,,,,
329,Larry Nance Jr.,CLE,26,6'9'',230,2015,2019,4,6,,,,,,,,,,,,,
330,Lauri Markkanen,CHI,22,7'1'',240,2017,2019,2,5,,,,,,,,,,,,,
331,LeBron James,LAL,34,6'8'',250,2003,2019,16,14,,,,,,,,,,,,,
332,Lonnie Walker IV,SAS,20,6'5'',205,2018,2019,1,27,,,,,,,,,,,,,
333,Lonzo Ball,LAL,21,6'6'',190,2017,2019,2,14,,,,,,,,,,,,,
334,Lorenzo Brown,TOR,28,6'5'',189,2013,2019,6,28,,,,,,,,,,,,,
335,Lou Williams,LAC,32,6'1'',175,2005,2019,14,13,,,,,,,,,,,,,
336,Luc Mbah a Moute,LAC,32,6'8'',230,2008,2019,11,13,,,,,,,,,,,,,
337,Luka Doncic,DAL,20,6'7'',218,2018,2019,1,7,,,,,,,,,,,,,
338,Luke Kennard,DET,23,6'5'',206,2017,2019,2,9,,,,,,,,,,,,,
339,Luke Kornet,NYK,23,7'1'',250,Undrafted,2019,0,20,,,,,,,,,,,,,
340,Luol Deng,MIN,34,6'9'',237,2004,2019,15,18,,,,,,,,,,,,,
341,Malachi Richardson,TOR,23,6'6'',205,2016,2019,3,28,,,,,,,,,,,,,
342,Malcolm Brogdon,MIL,26,6'5'',229,2016,2019,3,17,,,,,,,,,,,,,
343,Malcolm Miller,TOR,26,6'7'',210,Undrafted,2019,0,28,,,,,,,,,,,,,
344,Malik Beasley,DEN,22,6'5'',195,2016,2019,3,8,,,,,,,,,,,,,
345,Malik Monk,CHA,21,6'3'',200,2017,2019,2,4,,,,,,,,,,,,,
346,Marc Gasol,TOR,34,7'1'',255,2007,2019,12,28,,,,,,,,,,,,,
347,Marcin Gortat,LAC,35,6'11'',240,2005,2019,14,13,,,,,,,,,,,,,
348,Marco Belinelli,SAS,33,6'5'',210,2007,2019,12,27,,,,,,,,,,,,,
349,Marcus Derrickson,GSW,23,6'7'',249,Undrafted,2019,0,10,,,,,,,,,,,,,
350,Marcus Morris,BOS,29,6'9'',235,2011,2019,8,2,,,,,,,,,,,,,
351,Marcus Smart,BOS,25,6'4'',220,2014,2019,5,2,,,,,,,,,,,,,
352,Mario Hezonja,NYK,24,6'8'',225,2015,2019,4,20,,,,,,,,,,,,,
353,Markelle Fultz,ORL,21,6'4'',200,2017,2019,2,22,,,,,,,,,,,,,
354,Markieff Morris,OKC,29,6'10'',245,2011,2019,8,21,,,,,,,,,,,,,
355,Marquese Chriss,CLE,21,,240,2016,2019,3,6,,,,,,,,,,,,,
356,MarShon Brooks,MEM,30,6'5'',200,2011,2019,8,15,,,,,,,,,,,,,
357,Marvin Bagley III,SAC,20,6'11'',234,2018,2019,1,26,,,,,,,,,,,,,
358,Marvin Williams,CHA,33,6'9'',237,2005,2019,14,4,,,,,,,,,,,,,
359,Mason Plumlee,DEN,29,6'11'',235,2013,2019,6,8,,,,,,,,,,,,,
360,Matthew Dellavedova,CLE,28,6'4'',200,Undrafted,2019,0,6,,,,,,,,,,,,,
361,Maurice Harkless,POR,26,6'9'',220,2012,2019,7,25,,,,,,,,,,,,,
362,Maxi Kleber,DAL,27,6'11'',240,Undrafted,2019,0,7,,,,,,,,,,,,,
363,Melvin Frazier Jr.,ORL,22,6'6'',200,2018,2019,1,22,,,,,,,,,,,,,
364,Meyers Leonard,POR,27,7'1'',255,2012,2019,7,25,,,,,,,,,,,,,
365,Michael Beasley,LAL,30,6'9'',235,2008,2019,11,14,,,,,,,,,,,,,
366,Michael Carter-Williams,ORL,27,6'6'',190,2013,2019,6,22,,,,,,,,,,,,,
367,Michael Kidd-Gilchrist,CHA,25,6'7'',232,2012,2019,7,4,,,,,,,,,,,,,
368,Mikal Bridges,PHX,22,6'7'',210,2018,2019,1,24,,,,,,,,,,,,,
369,Mike Conley,MEM,31,6'1'',175,2007,2019,12,15,,,,,,,,,,,,,
370,Mike Muscala,LAL,27,6'11'',240,2013,2019,6,14,,,,,,,,,,,,,
371,Mike Scott,PHI,30,6'8'',237,2012,2019,7,23,,,,,,,,,,,,,
372,Miles Bridges,CHA,21,6'7'',225,2018,2019,1,4,,,,,,,,,,,,,
373,Miles Plumlee,ATL,30,6'11'',249,2012,2019,7,1,,,,,,,,,,,,,
374,Milos Teodosic,LAC,32,6'5'',196,Undrafted,2019,0,13,,,,,,,,,,,,,
375,Mitchell Creek,MIN,27,6'6'',225,Undrafted,2019,0,18,,,,,,,,,,,,,
376,Mitchell Robinson,NYK,21,7'1'',240,2018,2019,1,20,,,,,,,,,,,,,
377,Mo Bamba,ORL,21,7'1'',221,2018,2019,1,22,,,,,,,,,,,,,
378,Monte Morris,DEN,24,6'3'',175,2017,2019,2,8,,,,,,,,,,,,,
379,Montrezl Harrell,LAC,25,6'8'',240,2015,2019,4,13,,,,,,,,,,,,,
380,Moritz Wagner,LAL,22,6'11'',245,2018,2019,1,14,,,,,,,,,,,,,
381,Myles Turner,IND,23,6'11'',250,2015,2019,4,12,,,,,,,,,,,,,
382,Naz Mitrou-Long,UTA,25,6'4'',218,Undrafted,2019,0,29,,,,,,,,,,,,,
383,Nemanja Bjelica,SAC,31,6'10'',234,2010,2019,9,26,,,,,,,,,,,,,
384,Nene,HOU,36,6'11'',250,2002,2019,17,11,,,,,,,,,,,,,
385,Nerlens Noel,OKC,25,6'11'',220,2013,2019,6,21,,,,,,,,,,,,,
386,Nick Young,DEN,34,6'7'',210,2007,2019,12,8,,,,,,,,,,,,,
387,Nicolas Batum,CHA,30,6'8'',200,2008,2019,11,4,,,,,,,,,,,,,
388,Nik Stauskas,CLE,25,6'6'',205,2014,2019,5,6,,,,,,,,,,,,,
389,Nikola Jokic,DEN,24,7'1'',250,2014,2019,5,8,,,,,,,,,,,,,
390,Nikola Mirotic,MIL,28,6'10'',250,2011,2019,8,17,,,,,,,,,,,,,
391,Nikola Vucevic,ORL,28,7'1'',260,2011,2019,8,22,,,,,,,,,,,,,
392,Noah Vonleh,NYK,23,6'9'',250,2014,2019,5,20,,,,,,,,,,,,,
393,Norman Powell,TOR,26,6'4'',215,2015,2019,4,28,,,,,,,,,,,,,
394,OG Anunoby,TOR,21,6'8'',232,2017,2019,2,28,,,,,,,,,,,,,
395,Okaro White,WAS,26,6'8'',205,Undrafted,2019,0,30,,,,,,,,,,,,,
396,Omari Spellman,ATL,21,6'9'',245,2018,2019,1,1,,,,,,,,,,,,,
397,Omri Casspi,MEM,31,6'9'',225,2009,2019,10,15,,,,,,,,,,,,,
398,Otto Porter Jr.,CHI,26,6'8'',198,2013,2019,6,5,,,,,,,,,,,,,
399,Pascal Siakam,TOR,25,6'9'',230,2016,2019,3,28,,,,,,,,,,,,,
400,Pat Connaughton,MIL,26,6'4'',209,2015,2019,4,17,,,,,,,,,,,,,
401,Patrick Beverley,LAC,30,6'1'',185,2009,2019,10,13,,,,,,,,,,,,,
402,Patrick McCaw,TOR,23,6'7'',185,2016,2019,3,28,,,,,,,,,,,,,
403,Patrick Patterson,OKC,30,6'9'',230,2010,2019,9,21,,,,,,,,,,,,,
404,Patty Mills,SAS,30,6'1'',180,2009,2019,10,27,,,,,,,,,,,,,
405,Pau Gasol,MIL,38,7'1'',250,2001,2019,18,17,,,,,,,,,,,,,
406,Paul George,OKC,29,6'9'',220,2010,2019,9,21,,,,,,,,,,,,,
407,Paul Millsap,DEN,34,6'8'',246,2006,2019,13,8,,,,,,,,,,,,,
408,PJ Dozier,BOS,22,6'6'',205,Undrafted,2019,0,2,,,,,,,,,,,,,
409,PJ Tucker,HOU,34,6'6'',245,2006,2019,13,11,,,,,,,,,,,,,
410,Quincy Acy,PHX,28,6'7'',240,2012,2019,7,24,,,,,,,,,,,,,
411,Quincy Pondexter,SAS,31,6'7'',230,2010,2019,9,27,,,,,,,,,,,,,
412,Quinn Cook,GSW,26,6'2'',179,Undrafted,2019,0,10,,,,,,,,,,,,,
413,Rajon Rondo,LAL,33,6'1'',186,2006,2019,13,14,,,,,,,,,,,,,
414,Raul Neto,UTA,27,6'1'',179,2013,2019,6,29,,,,,,,,,,,,,
415,Rawle Alkins,CHI,21,6'5'',225,Undrafted,2019,0,5,,,,,,,,,,,,,
416,Ray Spalding,PHX,22,6'10'',215,2018,2019,1,24,,,,,,,,,,,,,
417,Raymond Felton,OKC,35,6'1'',205,2005,2019,14,21,,,,,,,,,,,,,
418,Reggie Bullock,LAL,28,6'7'',205,2013,2019,6,14,,,,,,,,,,,,,
419,Reggie Jackson,DET,29,6'3'',208,2011,2019,8,9,,,,,,,,,,,,,
420,Richaun Holmes,PHX,25,6'10'',235,2015,2019,4,24,,,,,,,,,,,,,
421,Ricky Rubio,UTA,28,6'4'',190,2009,2019,10,29,,,,,,,,,,,,,
422,RJ Hunter,BOS,25,6'5'',185,2015,2019,4,2,,,,,,,,,,,,,
423,Robert Covington,MIN,28,6'9'',225,Undrafted,2019,0,18,,,,,,,,,,,,,
424,Robert Williams III,BOS,21,6'10'',240,2018,2019,1,2,,,,,,,,,,,,,
425,Robin Lopez,CHI,31,7'1'',275,2008,2019,11,5,,,,,,,,,,,,,
426,Rodions Kurucs,BKN,21,6'9'',210,2018,2019,1,3,,,,,,,,,,,,,
427,Rodney Hood,POR,26,6'8'',206,2014,2019,5,25,,,,,,,,,,,,,
428,Rodney McGruder,LAC,27,6'4'',200,Undrafted,2019,0,13,,,,,,,,,,,,,
429,Ron Baker,WAS,26,6'4'',220,Undrafted,2019,0,30,,,,,,,,,,,,,
430,Rondae Hollis-Jefferson,BKN,24,6'7'',217,2015,2019,4,3,,,,,,,,,,,,,
431,Royce O'Neale,UTA,26,6'6'',226,Undrafted,2019,0,29,,,,,,,,,,,,,
432,Rudy Gay,SAS,32,6'8'',230,2006,2019,13,27,,,,,,,,,,,,,
433,Rudy Gobert,UTA,27,7'1'',245,2013,2019,6,29,,,,,,,,,,,,,
434,Russell Westbrook,OKC,30,6'3'',200,2008,2019,11,21,,,,,,,,,,,,,
435,Ryan Anderson,MIA,31,6'10'',240,2008,2019,11,16,,,,,,,,,,,,,
436,Ryan Arcidiacono,CHI,25,6'3'',200,Undrafted,2019,0,5,,,,,,,,,,,,,
437,Ryan Broekhoff,DAL,28,6'7'',215,Undrafted,2019,0,7,,,,,,,,,,,,,
438,Salah Mejri,DAL,33,7'2'',235,Undrafted,2019,0,7,,,,,,,,,,,,,
439,Sam Dekker,WAS,25,6'9'',230,2015,2019,4,30,,,,,,,,,,,,,
440,Scott Machado,LAL,29,6'1'',205,Undrafted,2019,0,14,,,,,,,,,,,,,
441,Semi Ojeleye,BOS,24,6'7'',241,2017,2019,2,2,,,,,,,,,,,,,
442,Serge Ibaka,TOR,29,6'10'',235,2008,2019,11,28,,,,,,,,,,,,,
443,Seth Curry,POR,28,6'2'',185,Undrafted,2019,0,25,,,,,,,,,,,,,
444,Shabazz Napier,BKN,27,6'1'',180,2014,2019,5,3,,,,,,,,,,,,,
445,Shai Gilgeous-Alexander,LAC,20,6'6'',181,2018,2019,1,13,,,,,,,,,,,,,
446,Shake Milton,PHI,22,6'6'',207,2018,2019,1,23,,,,,,,,,,,,,
447,Shaquille Harrison,CHI,25,6'4'',190,Undrafted,2019,0,5,,,,,,,,,,,,,
448,Shaun Livingston,GSW,33,6'7'',192,2004,2019,15,10,,,,,,,,,,,,,
449,Shelvin Mack,CHA,29,6'3'',203,2011,2019,8,4,,,,,,,,,,,,,
450,Sindarius Thornwell,LAC,24,6'5'',215,2017,2019,2,13,,,,,,,,,,,,,
451,Skal Labissiere,POR,23,6'11'',235,2016,2019,3,25,,,,,,,,,,,,,
452,Solomon Hill,NOP,28,6'7'',225,2013,2019,6,19,,,,,,,,,,,,,
453,Spencer Dinwiddie,BKN,26,6'6'',210,2014,2019,5,3,,,,,,,,,,,,,
454,Stanley Johnson,NOP,23,6'7'',245,2015,2019,4,19,,,,,,,,,,,,,
455,Stephen Curry,GSW,31,6'3'',190,2009,2019,10,10,,,,,,,,,,,,,
456,Sterling Brown,MIL,24,6'6'',232,2017,2019,2,17,,,,,,,,,,,,,
457,Steven Adams,OKC,25,7'1'',265,2013,2019,6,21,,,,,,,,,,,,,
458,Svi Mykhailiuk,DET,22,6'8'',205,2018,2019,1,9,,,,,,,,,,,,,
459,T.J. McConnell,PHI,27,6'2'',190,Undrafted,2019,0,23,,,,,,,,,,,,,
460,T.J. Warren,PHX,25,6'8'',215,2014,2019,5,24,,,,,,,,,,,,,
461,Tahjere McCall,BKN,24,6'5'',190,Undrafted,2019,0,3,,,,,,,,,,,,,
462,Taj Gibson,MIN,34,6'9'',232,2009,2019,10,18,,,,,,,,,,,,,
463,Taurean Prince,ATL,25,6'8'',220,2016,2019,3,1,,,,,,,,,,,,,
464,Terrance Ferguson,OKC,21,6'7'',190,2017,2019,2,21,,,,,,,,,,,,,
465,Terrence Jones,HOU,27,6'9'',252,2012,2019,7,11,,,,,,,,,,,,,
466,Terrence Ross,ORL,28,6'7'',206,2012,2019,7,22,,,,,,,,,,,,,
467,Terry Rozier,BOS,25,6'1'',190,2015,2019,4,2,,,,,,,,,,,,,
468,Thabo Sefolosha,UTA,35,6'7'',220,2006,2019,13,29,,,,,,,,,,,,,
469,Thaddeus Young,IND,31,6'8'',221,2007,2019,12,12,,,,,,,,,,,,,
470,Theo Pinson,BKN,23,6'6'',218,Undrafted,2019,0,3,,,,,,,,,,,,,
471,Thomas Bryant,WAS,21,6'11'',248,2017,2019,2,30,,,,,,,,,,,,,
472,Thomas Welsh,DEN,23,7'1'',255,2018,2019,1,8,,,,,,,,,,,,,
473,Thon Maker,DET,22,7'1'',221,2016,2019,3,9,,,,,,,,,,,,,
474,Tim Frazier,MIL,28,6'1'',170,Undrafted,2019,0,17,,,,,,,,,,,,,
475,Tim Hardaway Jr.,DAL,27,6'6'',205,2013,2019,6,7,,,,,,,,,,,,,
476,Timothe Luwawu-Cabarrot,CHI,24,6'6'',210,2016,2019,3,5,,,,,,,,,,,,,
477,TJ Leaf,IND,22,6'10'',225,2017,2019,2,12,,,,,,,,,,,,,
478,Tobias Harris,PHI,26,6'9'',235,2011,2019,8,23,,,,,,,,,,,,,
479,Tomas Satoransky,WAS,27,6'7'',210,2012,2019,7,30,,,,,,,,,,,,,
480,Tony Bradley,UTA,21,6'10'',248,2017,2019,2,29,,,,,,,,,,,,,
481,Tony Parker,CHA,37,6'2'',185,2001,2019,18,4,,,,,,,,,,,,,
482,Tony Snell,MIL,27,6'7'',213,2013,2019,6,17,,,,,,,,,,,,,
483,Torrey Craig,DEN,28,6'7'',215,Undrafted,2019,0,8,,,,,,,,,,,,,
484,Trae Young,ATL,20,6'2'',180,2018,2019,1,1,,,,,,,,,,,,,
485,Treveon Graham,BKN,25,6'5'',225,Undrafted,2019,0,3,,,,,,,,,,,,,
486,Trevon Duval,HOU,20,6'2'',189,Undrafted,2019,0,11,,,,,,,,,,,,,
487,Trevor Ariza,WAS,33,6'8'',215,2004,2019,15,30,,,,,,,,,,,,,
488,Trey Burke,DAL,26,6'1'',175,2013,2019,6,7,,,,,,,,,,,,,
489,Trey Lyles,DEN,23,6'10'',234,2015,2019,4,8,,,,,,,,,,,,,
490,Tristan Thompson,CLE,28,6'10'',238,2011,2019,8,6,,,,,,,,,,,,,
491,Troy Brown Jr.,WAS,19,6'7'',215,2018,2019,1,30,,,,,,,,,,,,,
492,Troy Caupain,ORL,23,6'4'',210,Undrafted,2019,0,22,,,,,,,,,,,,,
493,Troy Daniels,PHX,27,6'4'',205,Undrafted,2019,0,24,,,,,,,,,,,,,
494,Troy Williams,SAC,24,6'7'',218,Undrafted,2019,0,26,,,,,,,,,,,,,
495,Tyler Cavanaugh,UTA,25,6'9'',238,Undrafted,2019,0,29,,,,,,,,,,,,,
496,Tyler Davis,OKC,22,6'10'',266,Undrafted,2019,0,21,,,,,,,,,,,,,
497,Tyler Dorsey,MEM,23,6'5'',183,2017,2019,2,15,,,,,,,,,,,,,
498,Tyler Johnson,PHX,27,6'4'',190,Undrafted,2019,0,24,,,,,,,,,,,,,
499,Tyler Lydon,DEN,23,6'10'',225,2017,2019,2,8,,,,,,,,,,,,,
500,Tyler Ulis,CHI,23,5'10'',160,2016,2019,3,5,,,,,,,,,,,,,
501,Tyler Zeller,MEM,29,7'1'',253,2012,2019,7,15,,,,,,,,,,,,,
502,Tyreke Evans,IND,29,6'6'',220,2009,2019,10,12,,,,,,,,,,,,,
503,Tyrone Wallace,LAC,25,6'5'',198,2016,2019,3,13,,,,,,,,,,,,,
504,Tyson Chandler,LAL,36,7'1'',240,2001,2019,18,14,,,,,,,,,,,,,
505,Tyus Jones,MIN,23,6'2'',196,2015,2019,4,18,,,,,,,,,,,,,
506,Udonis Haslem,MIA,39,6'8'',235,Undrafted,2019,0,16,,,,,,,,,,,,,
507,Victor Oladipo,IND,27,6'4'',210,2013,2019,6,12,,,,,,,,,,,,,
508,Vince Carter,ATL,42,6'6'',220,1998,2019,21,1,,,,,,,,,,,,,
509,Vincent Edwards,HOU,23,6'8'',225,2018,2019,1,11,,,,,,,,,,,,,
510,Wade Baldwin IV,POR,23,6'4'',200,2016,2019,3,25,,,,,,,,,,,,,
511,Walter Lemon Jr.,CHI,26,6'3'',180,Undrafted,2019,0,5,,,,,,,,,,,,,
512,Wayne Ellington,DET,31,6'5'',200,2009,2019,10,9,,,,,,,,,,,,,
513,Wayne Selden,CHI,24,6'5'',230,Undrafted,2019,0,5,,,,,,,,,,,,,
514,Wendell Carter Jr.,CHI,20,6'10'',255,2018,2019,1,5,,,,,,,,,,,,,
515,Wes Iwundu,ORL,24,6'7'',195,2017,2019,2,22,,,,,,,,,,,,,
516,Wesley Johnson,WAS,31,6'7'',215,2010,2019,9,30,,,,,,,,,,,,,
517,Wesley Matthews,IND,32,6'5'',220,Undrafted,2019,0,12,,,,,,,,,,,,,
518,Will Barton,DEN,28,6'6'',190,2012,2019,7,8,,,,,,,,,,,,,
519,Willie Cauley-Stein,SAC,25,7'1'',240,2015,2019,4,26,,,,,,,,,,,,,
520,Willy Hernangomez,CHA,25,6'11'',240,2015,2019,4,4,,,,,,,,,,,,,
521,Wilson Chandler,LAC,32,6'9'',225,2007,2019,12,13,,,,,,,,,,,,,
522,Yante Maten,MIA,22,6'8'',240,Undrafted,2019,0,16,,,,,,,,,,,,,
523,Yogi Ferrell,SAC,26,6'1'',180,Undrafted,2019,0,26,,,,,,,,,,,,,
524,Yuta Watanabe,MEM,24,6'9'',205,Undrafted,2019,0,15,,,,,,,,,,,,,
525,Zach Collins,POR,21,7'1'',235,2017,2019,2,25,,,,,,,,,,,,,
526,Zach LaVine,CHI,24,6'5'',200,2014,2019,5,5,,,,,,,,,,,,,
527,Zach Lofton,DET,26,6'4'',180,Undrafted,2019,0,9,,,,,,,,,,,,,
528,Zaza Pachulia,DET,35,6'11'',270,2003,2019,16,9,,,,,,,,,,,,,
529,Zhaire Smith,PHI,20,6'4'',199,2018,2019,1,23,,,,,,,,,,,,,
530,Zhou Qi,HOU,23,7'1'',210,2016,2019,3,11,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
